,goods,price,image,deal,name,location
125,rio小美好酒礼盒白桃锐澳RIO微醺鸡尾预调气泡强爽女生果酒整箱,50.00元,https://g.alicdn.com/s.gif,400+人付款,归昕酒类专营店,上海
126,RIO乳酸菌桃花米酿锐澳低度酒热红酒微醺预调鸡尾酒整箱果酒洋酒,120.00元,https://g.alicdn.com/s.gif,100+人付款,归昕酒类专营店,上海
127,6瓶装正品杰克丹尼威士忌预调酒-柠檬味苹果味可乐味鸡尾酒,50.00元,https://g.alicdn.com/s.gif,200+人付款,punkhop_酒屋,上海
128,日本原装进口三得禾刂微醺女士果酒和乐怡低度预调鸡尾酒350ML*6,68.00元,https://g.alicdn.com/s.gif,100+人付款,韩国潇洒哥,上海
129,三得利气乐酒场柠檬沙瓦汽泡果酒350ml罐装日本进口气泡酒,71.00元,https://g.alicdn.com/s.gif,100+人付款,whiskyl旗舰店,江苏 苏州
130,进口fourloko四洛克美国原装进口预调鸡尾酒女士果酒网红酒4罐装,39.00元,https://g.alicdn.com/s.gif,100+人付款,上海鑫擎国际,上海
131,日本进口三得利气乐酒场 柠檬沙瓦汽泡酒350mL*6罐果酒,95.00元,https://g.alicdn.com/s.gif,100+人付款,三得利预调酒官方旗舰店,上海
132,RIO锐澳微醺预调鸡尾酒rio微醺锐澳瓶装洋酒果酒275ml*24罐整箱,111.40元,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/2213205951220/O1CN01uSx51f1KsnwWyUIdK_!!0-item_pic.jpg_580x580Q90.jpg_.webp,56人付款,石洱食品专营店,上海
133,RIO锐澳微醺鸡尾酒预调鸡尾酒330ml*8罐整箱气泡果味低度少女士酒,65.00元,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2200606314837/O1CN01FuLj5c1lbOVRc7qG9_!!0-item_pic.jpg_580x580Q90.jpg_.webp,200+人付款,恒谦酒类专营店,上海
134,家庭鸡尾酒组合套装自调酒六大基酒调酒师工具配方今夜不回家包邮,375.00元,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/1826930703/O1CN01WJUyKa1H411xFOT6V_!!1826930703.jpg_580x580Q90.jpg_.webp,27人付款,qq2324661688,辽宁 沈阳
135,日本进口三得利Horoyoi和乐怡微醺预调鸡尾酒混合口味350ml组合装,60.00元,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/2200763051196/O1CN01gu0HWV1KhoRBMk9GD_!!0-item_pic.jpg_580x580Q90.jpg_.webp,71人付款,随猴食品专营店,上海
136,锐澳rio强爽500mlzero9度无糖预调鸡尾酒伏特加低度瓶装24罐果酒,89.40元,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/1711975301/O1CN01wTib2x1p1uI3BLwNN_!!1711975301.jpg_580x580Q90.jpg_.webp,44人付款,昌盛德商贸,陕西 西安
137,四洛克水果鸡尾酒fourloko后劲果味酒斯洛克酒fourlock酒 700ml*4,156.00元,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2212763100879/O1CN01rVLqlm1IMcsuSUd5M_!!0-item_pic.jpg_580x580Q90.jpg_.webp,48人付款,四洛克吉阁专卖店,广东 广州
138,正品宵怪兽动力苏打酒整箱24瓶美国动力鸡尾香槟火车少女甜甜果酒,38.00元,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/2205795945682/O1CN01o0nmuf1rqP7ntD08t_!!2205795945682.jpg_580x580Q90.jpg_.webp,9人付款,开心酒业9,北京
139,RIO锐澳微醺鸡尾酒预调鸡尾酒330ml*8罐整箱气泡果味低度少女士酒,64.40元,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/2206482797585/O1CN01FkC2pg25tytpEd98X_!!0-item_pic.jpg_580x580Q90.jpg_.webp,100+人付款,rio锐澳韦堃专卖店,上海
140,进口果味烈性甜酒fourloko四洛克暗夜鸡尾酒fourlock酒斯诺克啤酒,39.00元,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/2209800551414/O1CN0107vFwB1MJem30Co1H_!!0-item_pic.jpg_580x580Q90.jpg_.webp,100+人付款,tb8797129758,北京
141,【正宗莫吉托】西班牙原瓶进口 预调鸡尾酒 微醺 调酒特调 mojito,95.00元,https://picasso.alicdn.com/imgextra/O1CNA1VLq49x25UKistTRs2_!!3246887529-0-psf.jpg_580x580Q90.jpg_.webp,100+人付款,伟贞酒类专营店,上海
142,森林先知果冻气泡酒微醺果味茶酒伏特加高颜值低度女生晚安酒6瓶,85.00元,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2207228465131/O1CN01iQ1IyN1nm2xJRQRhU_!!0-item_pic.jpg_580x580Q90.jpg_.webp,100+人付款,森林先知旗舰店,上海
143,RIO锐澳强爽500ml*6罐8度柠檬卡曼橘苹果葡萄白桃低度预调鸡尾酒,57.90元,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/3368043109/O1CN01t6KPOt1Ypy6qiP7ru_!!3368043109-0-picasso.jpg_580x580Q90.jpg_.webp,100+人付款,常州耀发副食品商行,江苏 常州
144,rio微醺香草冰淇淋口味女士低度锐澳预调鸡尾酒330ml*24罐果味酒,15.90元,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/1711975301/O1CN01l3NRzj1p1uHkDAW43_!!1711975301.jpg_580x580Q90.jpg_.webp,100+人付款,昌盛德商贸,陕西 西安
145,新日期 日本进口三得利和乐怡人气缤纷6罐350mL果酒鸡尾酒新口味,105.00元,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/4118975267/O1CN01de4fk91omKoEfJRkK_!!0-item_pic.jpg_580x580Q90.jpg_.webp,51人付款,晟阳酒类专营店,福建 泉州
146,fourloko四洛克果酒美国进口鸡尾酒柠檬草莓特调高度果味酒3瓶装,29.00元,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/4149022803/O1CN01gJ7E2i1WZou9SePR8_!!4149022803.jpg_580x580Q90.jpg_.webp,20人付款,上海石拓酒业,上海
147,RIO锐澳微醺预调鸡尾酒275ml*24瓶rio一整箱低度果酒微醺少女洋酒,95.40元,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/2206482797585/O1CN01KLKGkn25tyth8eUDZ_!!0-item_pic.jpg_580x580Q90.jpg_.webp,36人付款,rio锐澳韦堃专卖店,上海
148,动力火车苏打酒整箱24瓶微醺预调鸡尾酒夜场酒吧甜甜水洋酒,59.00元,https://g.alicdn.com/s.gif,100+人付款,laoyongjie88,广西 南宁
149,正品香港新动力苏打酒整箱24瓶美国动力酒火车鸡尾酒果酒配制酒,68.00元,https://g.alicdn.com/s.gif,33人付款,贝城贸易,北京
150,RIO锐澳鸡尾酒罐装330ml*24罐3度微醺六口味组合装低度果酒预调酒,138.80元,https://g.alicdn.com/s.gif,46人付款,tb589734491,江苏 南京
151,RIO锐澳微醺预调鸡尾酒rio微醺锐澳瓶装洋酒果酒275ml*24罐整箱,111.40元,https://g.alicdn.com/s.gif,54人付款,薇风阁食品专营店,上海
152,Suntory宾三得利梅酒2L 日本原装进口洋酒青梅果酒梅酒,155.00元,https://g.alicdn.com/s.gif,100+人付款,三得利预调酒官方旗舰店,上海
153,响杯BUF2苏格兰威士忌零糖能量柠檬风味气泡预调酒鸡尾酒,55.98元,https://g.alicdn.com/s.gif,81人付款,乐采时光酒城,北京
154,rio锐澳鸡尾酒定制刻字易拉罐生日礼物送男女朋友闺蜜老公情人节,16.80元,https://g.alicdn.com/s.gif,60人付款,周思汝007,浙江 温州
155,美国动力火车24瓶装苏打酒低度果味威士忌预调酒鸡尾酒275ml整箱,168.00元,https://g.alicdn.com/s.gif,42人付款,龙远商贸1912,山东 济南
156,初气网红硬苏打预调鸡尾酒网红气泡酒微醺白桃少女水果味酒1瓶装,20.10元,https://g.alicdn.com/s.gif,3000+人付款,初气旗舰店,江苏 南京
157,RIO锐澳预调鸡尾酒微醺系列百香果伏特加口味330ml*24罐整箱果酒,45.00元,https://g.alicdn.com/s.gif,95人付款,玉杞儿酒类专营店,陕西 西安
158,晓醉气泡白酒低度起泡酒少女微醺果酒苏打晚安酒0糖0脂鸡尾苏打酒,45.90元,https://g.alicdn.com/s.gif,400+人付款,晓醉酒类旗舰店,安徽 合肥
159,【临期混装】浮起起泡茶酒预调鸡尾酒整箱女士低度微醺苏打气泡酒,119.00元,https://g.alicdn.com/s.gif,400+人付款,浮起旗舰店,湖北 武汉
160,RIO锐澳预调鸡尾酒15种口味量贩组合装少女酒微醺330ml*30罐果酒,225.00元,https://g.alicdn.com/s.gif,21人付款,玉杞儿酒类专营店,陕西 西安
161,RIO锐澳微醺预调鸡尾酒275ml*24瓶rio一整箱低度果酒微醺少女洋酒,99.00元,https://g.alicdn.com/s.gif,48人付款,恒谦酒类专营店,上海
162,RIO锐澳预调鸡尾酒rio微醺瓶装洋酒3度果酒乳酸菌330ml*8罐整箱,88.00元,https://g.alicdn.com/s.gif,100+人付款,薇风阁食品专营店,上海
163,RIO锐澳预调鸡尾酒微醺小美好清爽强爽358度330ml*28罐低度果酒,250.00元,https://g.alicdn.com/s.gif,400+人付款,rio锐澳旗舰店,上海
164,RIO锐澳预调鸡尾酒8度强爽8度500ml*6罐气泡酒低度酒伏特加基酒,89.00元,https://g.alicdn.com/s.gif,700+人付款,rio锐澳旗舰店,上海
165,RIO锐澳3度微醺5口味330ml*24果酒洋酒预调鸡尾酒量贩装整箱,237.60元,https://g.alicdn.com/s.gif,60人付款,天猫超市,上海
166,可口可乐柠檬道气泡酒日式招牌柠檬配制酒礼盒装330ml*6罐5.6%vol,79.80元,https://g.alicdn.com/s.gif,100+人付款,天猫超市,上海
167,RIO锐澳鸡尾酒小美好5口味330ml*8,57.60元,https://g.alicdn.com/s.gif,300+人付款,天猫超市,上海
168,可口可乐柠檬道日式柠檬气泡酒盐柠檬配制酒330ml*6罐,79.80元,https://g.alicdn.com/s.gif,100+人付款,天猫超市,上海
169,RIO锐澳3.8度经典6口味275ml*24果酒洋酒预调鸡尾酒量贩装预调酒,396.00元,https://g.alicdn.com/s.gif,26人付款,天猫超市,上海
170,【直营】日本三得利和乐怡鸡尾酒白桃乳饮料味350mL*6罐果酒正品,99.00元,https://g.alicdn.com/s.gif,17人付款,天猫国际进口超市,浙江 杭州
171,乌克兰Creamel凯利梅尔四种口味鸡尾酒朗姆酒混合8瓶装聚会微醺,188.00元,https://g.alicdn.com/s.gif,2人付款,天猫国际进口超市,浙江 杭州
172,可口可乐柠檬道日式柠檬气泡酒混合口味低度酒330ml*3,29.90元,https://g.alicdn.com/s.gif,4人付款,够实汇超市,上海
173,RIO锐澳鸡尾酒女生酒微醺小美好5口味330ml*8罐,57.60元,https://g.alicdn.com/s.gif,4人付款,够实汇超市,上海
174,彼得美德几米巧克力酒配制酒红葡萄酒750ml红酒瓶装进口德国正品,188.10元,https://g.alicdn.com/s.gif,0人付款,天猫国际进口超市国内现货,上海
175,新品RIO微醺小美好系列锐澳鸡尾酒rio整箱微醺单口味330ml*20罐,198.00元,https://g.alicdn.com/s.gif,64人付款,归昕酒类专营店,上海
176,(RiCO潮玩联名）锐澳鸡尾酒桃花米酿rio微醺气泡鸡尾酒少女果酒,57.00元,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/2207517500799/O1CN01UcLu751HlzCPJ0YDo_!!0-item_pic.jpg_580x580Q90.jpg_.webp,200+人付款,归昕酒类专营店,上海
177,RIO春季限定桃花米酿微醺鸡尾酒果酒微醺混合口味330ml整箱24罐,188.00元,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/1711975301/O1CN01YkLwPN1p1uI4qFWW3_!!1711975301.jpg_580x580Q90.jpg_.webp,14人付款,昌盛德商贸,陕西 西安
178,rio鸡尾酒桃花米酿香草冰淇淋锐澳微醺果酒微醺少女酒百香果罐装,94.80元,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/1711975301/O1CN01wgLso91p1uHj1EysC_!!1711975301.jpg_580x580Q90.jpg_.webp,87人付款,昌盛德商贸,陕西 西安
179,RIO锐澳鸡尾酒六口味混合装275ml*6瓶经典预调酒果酒促销装,65.80元,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/694732853/O1CN01yEqF8v1WwihwEpBoz_!!694732853.jpg_580x580Q90.jpg_.webp,33人付款,白石挖宝,江苏 镇江
180,rio锐澳鸡尾酒微醺酒果味酒锐欧饮料瑞奥预调酒果酒330ml*6罐整箱,64.80元,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2211667853068/O1CN01S8soQD1YXBpyujaMj_!!0-item_pic.jpg_580x580Q90.jpg_.webp,100+人付款,大鹏湾酒类专营店,上海
181,WiMo葡萄酒特调果酒鸡尾低度气泡酒桑格利亚甜酒微醺女士莫斯卡托,16.90元,https://picasso.alicdn.com/imgextra/O1CNA13Pvn8P2FKOHgNscBu_!!2212429758861-0-psf.jpg_580x580Q90.jpg_.webp,600+人付款,葡刻旗舰店,江苏 无锡
182,24瓶装预调鸡尾酒洋酒低度水果味酒275ml包邮,58.80元,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2529603409/O1CN01bExNWy1b3Ml6oHMbp_!!2529603409.jpg_580x580Q90.jpg_.webp,100+人付款,正品良心酒,河北 秦皇岛
183,淡真0糖苏打果味气泡酒起泡果酒微醺酒饮料鸡尾酒女士低度预调酒,59.80元,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/2211621531849/O1CN01MT6EQp1PWt4OO9mC1_!!0-item_pic.jpg_580x580Q90.jpg_.webp,100+人付款,淡真旗舰店,浙江 嘉兴
184,Rekorderlig cider瑞可德林西打酒瑞典进口女士甜果酒网红鸡尾酒,100.00元,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/2777705539/O1CN01laVUJv1qmuTcLjt7J_!!2777705539.jpg_580x580Q90.jpg_.webp,66人付款,tracy_cui201,广东 深圳
185,三得利和乐怡人气缤纷6罐350mL网红预调酒果酒低度酒,95.00元,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2207612002701/O1CN01X7VaLK1Vp6WBvLE5Y_!!0-item_pic.jpg_580x580Q90.jpg_.webp,200+人付款,三得利预调酒官方旗舰店,上海
186,RIO锐澳鸡尾酒330ml*6瓶升级版细罐 白桃白兰地3度女生微醺果酒,29.90元,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/1932325840/O1CN010VyRpI1t0lhNlrNXi_!!1932325840.jpg_580x580Q90.jpg_.webp,200+人付款,春夏秋冬辉,江苏 南京
187,动力火车苏打气泡酒预调鸡尾酒尝鲜12瓶套装*6种口味300ml,138.00元,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/2208223981945/O1CN01KaTfTd1QEr4bU4STk_!!2208223981945.jpg_580x580Q90.jpg_.webp,29人付款,动力火车品牌店,广东 广州
188,冬季限定RIO锐澳鸡尾酒女生晚安酒微醺圣诞星愿热红酒330ml整箱装,45.00元,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/2200593429899/O1CN01viqTXL2MznOTQbebC_!!0-item_pic.jpg_580x580Q90.jpg_.webp,100+人付款,玉杞儿酒类专营店,陕西 西安
189,【官方直营】百加得预调鸡尾酒调酒莫吉托酒Mojito洋酒700ml,113.00元,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2206599271865/O1CN01LzpMkB1PeDPO2B5s2_!!2-item_pic.png_580x580Q90.jpg_.webp,71人付款,bacardi百加得旗舰店,江苏 苏州
190,正品DANKE七口颠壳弹壳预调鸡尾酒加强版鸡尾酒16支整盒混合装,158.00元,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/1710619386/TB2Eh.GXXuWBuNjSszbXXcS7FXa_!!1710619386.jpg_580x580Q90.jpg_.webp,17人付款,无语小钊钊,广东 珠海
191,整箱杰克丹尼威士忌预调酒-柠檬味鸡尾酒330ml*24瓶,260.00元,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/931697360/O1CN01FcJA4D24Evmy1y43I_!!931697360-0-picasso.jpg_580x580Q90.jpg_.webp,21人付款,上海前红酒业,上海
192,十点一刻苏打气泡酒无糖0脂果酒预调酒微醺酒果味8口味330ml*8罐,76.00元,https://g.alicdn.com/s.gif,62人付款,十点一刻旗舰店,上海
193,香港新动力火车*24瓶整箱装3.5度夜店ktv同款鸡尾酒多种口味可选,88.90元,https://g.alicdn.com/s.gif,47人付款,吕东255,广西 玉林
194,日本进口三得利和乐怡网红低度预调鸡尾酒 冰柠茶味350mL*6罐装,95.00元,https://g.alicdn.com/s.gif,300+人付款,三得利预调酒官方旗舰店,上海
195,RIO锐澳鸡尾酒8度强爽伏特加瓶装苹果500ml低度气泡果酒低糖整箱,58.60元,https://g.alicdn.com/s.gif,70人付款,酒太公企业店,陕西 咸阳
196,微醺香港动力火车鸡尾酒苏打酒3.5度275ml*整箱24瓶装低度酒正品,86.59元,https://g.alicdn.com/s.gif,35人付款,吕东255,广西 玉林
197,微醺鸡尾酒动力苏打酒整箱甜酒少女预调酒玻璃瓶果酒酒洋酒网红酒,29.90元,https://g.alicdn.com/s.gif,85人付款,嘉康贸易实业,广东 广州
198,RIO锐澳鸡尾酒套装预调酒果酒洋酒经典275ml*6瓶正品整箱24瓶,103.40元,https://g.alicdn.com/s.gif,22人付款,至梵旗舰店,上海
199,【24瓶整箱特惠】RTO欧蔓莎鸡尾酒洋酒果酒女生低度甜酒瓶装275ml,108.00元,https://g.alicdn.com/s.gif,51人付款,宋凤锐,河南 郑州
200,【推荐】WAT玫瑰茄口味鸡尾酒小方瓶100ml 蔓越莓低度酒女士x1瓶,48.00元,https://g.alicdn.com/s.gif,19人付款,watisgood旗舰店,上海
201,rio锐澳微醺鸡尾酒330ml*10罐预调酒百香果伏特加白兰地果酒正品,49.00元,https://g.alicdn.com/s.gif,100+人付款,亨利摩根旗舰店,江苏 泰州
202,鸡尾酒自调组合小瓶六大基酒套装送调酒师工具包邮今夜不回家配方,149.00元,https://g.alicdn.com/s.gif,32人付款,qq2324661688,辽宁 沈阳
203,RIO锐澳鸡尾酒微醺3度330ml*6罐混合口味果酒预调酒女生小甜酒,34.80元,https://g.alicdn.com/s.gif,100+人付款,白石挖宝,江苏 镇江
204,RIO锐澳鸡尾酒星愿热红酒微醺330ml*12罐果酒生日聚会女生小甜酒,71.80元,https://g.alicdn.com/s.gif,79人付款,tb978376956,安徽 合肥
205,六罐美国 four loko 4四洛克高度烈性斯诺克鸡尾酒网红啤酒 女士,39.00元,https://g.alicdn.com/s.gif,25人付款,刘小酒77,山东 济宁
206,RIO锐澳预调鸡尾酒微醺系列乐橘乌龙330ml*24罐整箱果茶乐趣小酒,45.00元,https://g.alicdn.com/s.gif,88人付款,玉杞儿酒类专营店,陕西 西安
207,[直播]百威浮起起泡茶酒预调鸡尾酒女士微醺低度苏打气泡茶酒3罐,39.90元,https://g.alicdn.com/s.gif,500+人付款,浮起旗舰店,湖北 武汉
208,RIO锐澳微醺预调鸡尾酒rio草莓乳酸菌罐装洋酒果酒330ml罐整箱,65.00元,https://g.alicdn.com/s.gif,92人付款,圆兔食品专营店,上海
209,RIO锐澳鸡尾酒刻字定制易拉罐礼盒送老公男朋友生日礼物DIY纪念日,28.80元,https://g.alicdn.com/s.gif,51人付款,周思汝007,浙江 温州
210,【6瓶装】杰克丹尼威士忌预调鸡酒尾酒苹果可乐柠檬味330ml鸡尾酒,19.00元,https://g.alicdn.com/s.gif,74人付款,欧皇酒类专营店,上海
211,red鸡尾酒整箱24瓶装微醺起泡无糖果酒果味少女低度初气气泡甜酒,48.00元,https://g.alicdn.com/s.gif,40人付款,四川美九9,河北 秦皇岛
212,【划算装】HIBANG威士忌果味气泡酒7度鸡尾酒低卡低糖微醺果酒6罐,85.00元,https://g.alicdn.com/s.gif,100+人付款,hibang旗舰店,上海
213,RIO锐澳新品微醺小美好系列预调鸡尾酒洋酒3度5口味330ml*6罐整箱,54.00元,https://g.alicdn.com/s.gif,100+人付款,rio锐澳尚瑞专卖店,江苏 苏州
214,RIO锐澳鸡尾酒3度微醺330ml*6罐预调酒节日生日聚会女生小甜酒,34.80元,https://g.alicdn.com/s.gif,100+人付款,tb589734491,江苏 南京
215,GTUN鸡尾酒蜜桃金预调酒果酒200ml气泡酒玻尿酸微醺低糖低脂低卡,11.90元,https://g.alicdn.com/s.gif,1000+人付款,gtun旗舰店,湖北 武汉
216,RIO锐澳预调鸡尾酒微醺小美好3度330ml*10罐果酒低度女士气泡酒,99.00元,https://g.alicdn.com/s.gif,1000+人付款,rio锐澳旗舰店,上海
217,RIO锐澳预调鸡尾酒玻璃霓虹标经典系列275ml*24瓶整箱洋酒果酒,379.00元,https://g.alicdn.com/s.gif,100+人付款,rio锐澳旗舰店,上海
218,RIO锐澳新清爽三罐装330ml×3鸡尾酒,40.00元,https://g.alicdn.com/s.gif,43人付款,天猫超市,上海
219,三得利和乐怡HOROYOI日本进口鸡尾酒白桃味6罐装微醺果酒,99.00元,https://g.alicdn.com/s.gif,100+人付款,天猫超市,上海
220,RIO锐澳强爽8度4口味500ml*6罐新口味装果酒洋酒预调鸡尾酒预调酒,108.00元,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/6000000005551/O1CN01iCn8lX1qsPIgbU1yw_!!6000000005551-0-picassoopen.jpg_580x580Q90.jpg_.webp,95人付款,天猫超市,上海
221,可口可乐柠檬道日式柠檬气泡330ML*6混合口味低度酒,79.80元,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/6000000001006/O1CN01R1lJPQ1JInAwgVXHC_!!6000000001006-0-picassoopen.jpg_580x580Q90.jpg_.webp,100+人付款,天猫超市,上海
222,可口可乐柠檬道气泡酒日式柠檬蜂蜜配制酒礼盒装330ml*6罐3.4%Vol,79.80元,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/6000000001456/O1CN01zIRjFn1MctPT0S0mh_!!6000000001456-0-picassoopen.jpg_580x580Q90.jpg_.webp,100+人付款,天猫超市,上海
223,Creamel凯利梅尔奶油预调酒鸡尾酒200ml*3瓶装朗姆酒利口酒草莓,69.90元,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/2549841410/O1CN010VTMyN1MHpCGAKSiY_!!2549841410-0-sm.jpg_580x580Q90.jpg_.webp,9人付款,天猫国际进口超市,浙江 杭州
224,【直营】日本进口和乐怡鸡尾酒女士低度酒白桃气泡350mL*6罐果酒,99.00元,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2549841410/O1CN01mWV17b1MHpCKpxhbs_!!2549841410-0-sm.jpg_580x580Q90.jpg_.webp,4人付款,天猫国际进口超市,浙江 杭州
225,RIO锐澳鸡尾酒果酒微醺小美好喵喵酒6口味330ml*10罐,72.00元,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/6000000000829/O1CN01QqYYh51Hzj4sMeiWV_!!6000000000829-0-picassoopen.jpg_580x580Q90.jpg_.webp,7人付款,够实汇超市,上海
226,RIO锐澳强爽8度4口味500ml*6罐新口味量贩装果酒洋酒预调鸡尾酒,89.60元,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/6000000005827/O1CN01d8EBgp1suoc3QV9vn_!!6000000005827-0-picassoopen.jpg_580x580Q90.jpg_.webp,1人付款,够实汇超市,上海
227,rio鸡尾酒葡萄白兰地预调酒果酒低度酒少女微醺330ml*24罐整箱装,45.00元,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/1711975301/O1CN01v98qwM1p1uHkvFYpO_!!1711975301.jpg_580x580Q90.jpg_.webp,100+人付款,昌盛德商贸,陕西 西安
228,rio锐澳预调鸡尾酒微醺百香果果酒低度口味330ml*24瓶装罐装整箱,60.00元,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/1711975301/O1CN01MtIvnx1p1uHejaLa5_!!1711975301.jpg_580x580Q90.jpg_.webp,78人付款,昌盛德商贸,陕西 西安
229,RIO锐澳微醺预调鸡尾酒罐装整箱果酒少女鸡尾酒锐澳整箱24*330ml,204.00元,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/2207517500799/O1CN01blQcJE1HlzCO68PQd_!!0-item_pic.jpg_580x580Q90.jpg_.webp,44人付款,归昕酒类专营店,上海
230,【RICO联名限定】RIO桃花米酿锐澳预调鸡尾酒微醺组合装低度果酒,45.00元,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2200593429899/O1CN01Mg3nbJ2MznOclGOpu_!!0-item_pic.jpg_580x580Q90.jpg_.webp,100+人付款,玉杞儿酒类专营店,陕西 西安
231,RIO锐澳预调鸡尾酒微醺系列玫瑰荔枝白兰地口味330ml*6罐整箱果酒,45.00元,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/2200593429899/O1CN01pAgMVW2MznOYvEfzT_!!0-item_pic.jpg_580x580Q90.jpg_.webp,64人付款,玉杞儿酒类专营店,陕西 西安
232,RIO锐澳微醺预调鸡尾酒清爽热红酒低度果酒少女洋酒饮料冬季限定,54.00元,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/3546765438/O1CN01ITsD401q2eY2FTw0n_!!0-item_pic.jpg_580x580Q90.jpg_.webp,100+人付款,锐澳师捷专卖店,上海
233,RIO锐澳鸡尾酒套装预调酒果酒洋酒3度乳酸菌风味330ml*8罐正品,80.00元,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/2206482797585/O1CN01EcKv5O25tytlZFeXp_!!0-item_pic.jpg_580x580Q90.jpg_.webp,93人付款,rio锐澳韦堃专卖店,上海
234,RIO微醺锐澳小美好新年限定鸡尾酒预调酒套装洋酒果酒330ml整箱,54.00元,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/2207524466216/O1CN01sGqSNl1vmygWE6zUx_!!0-item_pic.jpg_580x580Q90.jpg_.webp,100+人付款,rio锐澳尚瑞专卖店,江苏 苏州
235,6罐魅口MiKO鸡尾酒套装低度甜网红小酒微醺预调风味整箱官方旗舰,26.80元,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2206502091742/O1CN015aVYLC1OjsdLY12CZ_!!0-item_pic.jpg_580x580Q90.jpg_.webp,200+人付款,奥古斯汀食品专营店,四川 成都
236,8瓶装预调鸡尾酒【送开瓶器】水果味酒女士酒低度酒微醺酒蒙砂瓶M,59.90元,https://g.alicdn.com/s.gif,400+人付款,优优酿品酒类专营店,河北 秦皇岛
237,动力之夜超能派对鸡尾酒火车3.5度苏打酒夜店partysuper酒吧24瓶,88.00元,https://g.alicdn.com/s.gif,3人付款,_燕子窝_,天津
238,RIO锐澳鸡尾酒罐装白桃白兰地风味330ml*6罐3度微醺预调酒低度,36.80元,https://g.alicdn.com/s.gif,100+人付款,tb589734491,江苏 南京
239,RIO锐澳8度强微醺预调鸡尾酒白桃葡萄柠檬当红洋酒整箱低度果酒,96.40元,https://g.alicdn.com/s.gif,51人付款,锐澳师捷专卖店,上海
240,WAT小方瓶预调鸡尾酒 白兰地葡萄柚酒威士忌女士微醺果味茶酒x3瓶,145.00元,https://g.alicdn.com/s.gif,29人付款,watisgood旗舰店,上海
241,【临期3罐赠3罐】预调鸡尾酒起泡酒低卡女士微醺气泡酒甜果酒3罐,39.90元,https://g.alicdn.com/s.gif,1000+人付款,浮起旗舰店,湖北 武汉
242,美国动力苏打酒火车鸡尾酒预配调制3.5度275ml*24瓶整箱包邮,89.00元,https://g.alicdn.com/s.gif,17人付款,陆地贸易,山东 临沂
243,8瓶装8款口味伏特加预调鸡尾酒275ml低度果味酒【厂家直供】整箱,18.90元,https://g.alicdn.com/s.gif,200+人付款,正品良心酒,河北 秦皇岛
244,潘果预调鸡尾酒水果味微醺123系列莫吉托4度朗姆酒低度果酒气泡酒,45.00元,https://g.alicdn.com/s.gif,42人付款,潘果旗舰店,山东 青岛
245,日本进口三得ㅤ利微醺鸡尾酒白桃葡萄西瓜乳味和乐怡预调酒 6瓶,68.00元,https://g.alicdn.com/s.gif,61人付款,上帝的薯片,上海
